Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
1463,Vinicius Williams,LW,Atletico Madrid,England,La Liga,Wide Playmaker
1464,Cody Barnes,LW,Barcelona,Argentina,La Liga,Inside Forward
1465,Kingsley Garnacho,LW,Manchester United,Belgium,Premier League,Winger
1466,Jack Fati,LW,Dortmund,Ivory Coast,Bundesliga,Winger
1467,Rafael Sancho,LW,Napoli,Brazil,Serie A,Winger
1468,Alejandro Mitoma,LW,AC Milan,South Korea,Serie A,Wide Playmaker
1469,Vinicius Mudryk,LW,Dortmund,Ukraine,Bundesliga,Inside Forward
1470,Gabriel Coman,LW,Nice,Ivory Coast,Ligue 1,Wide Playmaker
1471,Kingsley Mitoma,LW,Real Sociedad,Georgia,La Liga,Inside Forward
1472,Rafael Leao,LW,RB Leipzig,Spain,Bundesliga,Winger
1473,Khvicha Leao,LW,PSG,Brazil,Ligue 1,Wide Playmaker
1474,Mykhailo Heung-min,LW,Atletico Madrid,South Korea,La Liga,Inside Forward
1475,Jack Diaz,LW,Manchester United,England,Premier League,Wide Playmaker
1476,Kaoru Mbappe,LW,Lille,Germany,Ligue 1,Inside Forward
1477,Gabriel Diaz,LW,Girona,Ukraine,La Liga,Wide Playmaker
1478,Jack Gakpo,LW,AC Milan,Japan,Serie A,Inside Forward
1479,Kylian Junior,LW,Girona,Portugal,La Liga,Inside Forward
1480,Jack Mitoma,LW,Valencia,Portugal,La Liga,Winger
1481,Kaoru Diaz,LW,Brighton,France,Premier League,Wide Playmaker
1482,Cody Heung-min,LW,Bologna,Georgia,Serie A,Winger
1483,Gabriel Junior,LW,Lyon,Portugal,Ligue 1,Inside Forward
1484,Son Fati,LW,Newcastle,England,Premier League,Winger
1485,Son Grealish,LW,Aston Villa,Argentina,Premier League,Wide Playmaker
1486,Jack Diaz,LW,Marseille,Brazil,Ligue 1,Winger
1487,Khvicha Gakpo,LW,Marseille,Netherlands,Ligue 1,Wide Playmaker
1488,Jadon Leao,LW,Real Madrid,South Korea,La Liga,Inside Forward
1489,Alejandro Coman,LW,West Ham,Ivory Coast,Premier League,Winger
1490,Gabriel Fati,LW,Arsenal,Portugal,Premier League,Inside Forward
1491,Mykhailo Gakpo,LW,PSG,Colombia,Ligue 1,Inside Forward
1492,Kaoru Junior,LW,Monaco,Belgium,Ligue 1,Inside Forward
1493,Marcus Mbappe,LW,Brighton,South Korea,Premier League,Inside Forward
1494,Khvicha Rashford,LW,Bayer Leverkusen,South Korea,Bundesliga,Inside Forward
1495,Ansu Rashford,LW,Valencia,Germany,La Liga,Inside Forward
1496,Alejandro Barnes,LW,Frankfurt,Argentina,Bundesliga,Winger
1497,Harvey Coman,LW,Lazio,Ivory Coast,Serie A,Wide Playmaker
1498,Mykhailo Martinelli,LW,Lazio,England,Serie A,Winger
1499,Wilfried Mitoma,LW,Barcelona,Colombia,La Liga,Wide Playmaker
1500,Marcus Grealish,LW,Athletic Club,Spain,La Liga,Inside Forward
