Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
1463,Morgan Diaz,CAM,Dortmund,Argentina,Bundesliga,Classic 10
1464,Phil Alvarez,CAM,Real Betis,Portugal,La Liga,Playmaker
1465,Lee Mount,CAM,Marseille,Colombia,Ligue 1,Shadow Striker
1466,Mason Alvarez,CAM,PSG,Portugal,Ligue 1,Half Winger
1467,Bruno Mount,CAM,Nice,Argentina,Ligue 1,Half Winger
1468,Jamal Diaz,CAM,Aston Villa,Brazil,Premier League,Classic 10
1469,Arda Fernandes,CAM,Barcelona,Netherlands,La Liga,Half Winger
1470,Cole Palmer,CAM,Brest,Argentina,Ligue 1,Classic 10
1471,Jamal Palmer,CAM,Lyon,Brazil,Ligue 1,Half Winger
1472,Morgan Kubo,CAM,Juventus,Portugal,Serie A,Playmaker
1473,Bruno Odegaard,CAM,Bayern Munich,South Korea,Bundesliga,Classic 10
1474,Jamal Simons,CAM,Manchester City,Norway,Premier League,Half Winger
1475,Eberechi Alvarez,CAM,Tottenham,Spain,Premier League,Shadow Striker
1476,Julian Szoboszlai,CAM,Lyon,Brazil,Ligue 1,Shadow Striker
1477,Takefusa Gibbs-White,CAM,Brest,Germany,Ligue 1,Half Winger
1478,Phil Guler,CAM,Real Sociedad,Brazil,La Liga,Shadow Striker
1479,Brahim Odegaard,CAM,Real Betis,Uruguay,La Liga,Half Winger
1480,Eberechi Simons,CAM,PSG,England,Ligue 1,Classic 10
1481,James Nkunku,CAM,Real Madrid,Spain,La Liga,Classic 10
1482,Bruno Palmer,CAM,Manchester City,South Korea,Premier League,Playmaker
1483,Eberechi Simons,CAM,Inter Milan,Brazil,Serie A,Playmaker
1484,Xavi Alvarez,CAM,RB Leipzig,Portugal,Bundesliga,Playmaker
1485,Florian Wirtz,CAM,Marseille,Argentina,Ligue 1,Half Winger
1486,Martin Olmo,CAM,Frankfurt,Colombia,Bundesliga,Classic 10
1487,Xavi Musiala,CAM,Nice,Portugal,Ligue 1,Half Winger
1488,Xavi Olmo,CAM,Inter Milan,Japan,Serie A,Half Winger
1489,Christopher Odegaard,CAM,Monaco,Morocco,Ligue 1,Classic 10
1490,Morgan Fernandes,CAM,Bayer Leverkusen,South Korea,Bundesliga,Playmaker
1491,Christopher Guler,CAM,Bayer Leverkusen,Colombia,Bundesliga,Shadow Striker
1492,Florian Simons,CAM,Inter Milan,Morocco,Serie A,Shadow Striker
1493,Bruno Gibbs-White,CAM,Tottenham,England,Premier League,Playmaker
1494,James Fernandes,CAM,Frankfurt,Norway,Bundesliga,Shadow Striker
1495,Mason Eze,CAM,Bayer Leverkusen,Germany,Bundesliga,Playmaker
1496,Florian Guler,CAM,Monaco,England,Ligue 1,Half Winger
1497,Eberechi Palmer,CAM,Bayer Leverkusen,Portugal,Bundesliga,Playmaker
1498,James Musiala,CAM,Frankfurt,Turkey,Bundesliga,Classic 10
1499,Dani Dybala,CAM,Aston Villa,Morocco,Premier League,Classic 10
1500,Jamal Kang-in,CAM,Atalanta,Turkey,Serie A,Shadow Striker
